contract_id,pdf_key,contract_name,project_name,sector,_subsector,contract_type,party,party_type,contract_date
8924,5/b7afd8f01c090bb9975ae9902004d277/main.pdf,Randgold Resources Limited Senegal Metals Concession ,Randgold Resources Limited Senegal Metals Concession,Metals,Alumina,Concession,,,
9129,5/8bfff34affe2c10dea42154813501ea5/main.pdf,Msac Sarl Democratic Republic Of The Congo Metals Concession ,Msac Sarl Democratic Republic Of The Congo Metals Concession,Metals,Iron Ore,Entire Agreement,,,2000-11-09
8904,5/45147c23cf6f0da431adf5494ae2a260/main.pdf,Afrigem Sl Senegal Metals Concession ,Afrigem Sl Senegal Metals Concession,Metals,Titanium,Concession,,,
7009,5/a22377791f5c0f9b5f85b6524e9b6f42/11024.zip,WMES El Sobrante Amendment 2,WMES El Sobrante,Power and Renewables,Power Transmission and Distribution,Project Agreement,,,
7754,5/d0fa9c40692ae0d5baa75934ec1ebc7f/main.pdf,Hamersley Iron Ore Pty Ltd Australia Metals Concession ,Hamersley Iron Ore Pty Ltd Australia Metals Concession,Metals,Cobalt,Concession Agreement,,,2017-12-06
6740,5/9573020d445f4dc34898e3159e46ee78/main.pdf,MM San Diego North Offtake Agreement,MM San Diego North,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2003-10-30
7310,5/573ee6df028352ae6372b5fa7e313698/13488.pdf,Energy Developments Grand Blanc Offtake Agreement,Energy Developments Grand Blanc,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,CONSTRUCTION AGENCY,Buyer,2019-06-01
6862,5/503ef562533b2f027960ce916a61207e/main.pdf,Oak Creek Energy Amendment 1,Oak Creek Energy,Power and Renewables,Wind,Amendment (Project),Southern California Edison Company,Buyer,1989-08-25
6916,5/7020730669bfd041190bc83bcf263f3e/main.pdf,High Plains Ranch II Offtake Agreement,High Plains Ranch II,Power and Renewables,Cogen,Power Purchase and Sale Agreement,Pacific Gas and Electric Company,Buyer,2008-07-22
6654,5/409bb40b33fec4548e2a595603290d47/main.pdf,PacifiCorp Public PPAs Offtake Agreement,PacifiCorp Public PPAs,Power and Renewables,Coal Fired Power Plant,Power Purchase and Sale Agreement,,,
9177,5/0d212001fb3dd5e70cdffbc58e68fed5/main.pdf,Alufer Mining and Alufer Mining Limited Guinea Metals Concession ,Alufer Mining and Alufer Mining Limited Guinea Metals Concession,Metals,Molybdenum,Entire Agreement,,,
3881,5/2de9e71bcce9ebf037388a3135d63fad/main.pdf,"Improvement, Operation and Maintenance of Indore - Khalghat Section of NH-3 Project Agreement","Improvement, Operation and Maintenance of Indore - Khalghat Section of NH-3",Road,Rest Stops,Concession Agreement,National Highway Authority Of India,Concessioning Authority,2006-03-10
8322,5/1dca5a5778489131e040fb9348bb8ebc/main.pdf,Inco Adamus Resources Limited Ghana Metals Concession ,Inco Adamus Resources Limited Ghana Metals Concession,Metals,Lead,Mining Lease,Government Of Assam,State,2008-04-10
6411,5/3cb1f5018ab9f17f85e65ad136f2db7a/main.pdf,Noble America Energy Solutions Noble 2  WSPP Amendment,Noble America Energy Solutions Noble 2,Power and Renewables,Solar,Power Purchase Agreement,NM CAPITAL UTILITY CORPORATION,Buyer,2013-03-28
6632,5/ee8893c3d08ed68de2454b4954e2c46f/main.pdf,IID Amendment 1,IID,Power and Renewables,Generation,Power Purchase Agreement,Imperial Irrigation District,Buyer,2013-07-04
8905,5/4294edb4c6760c97cfb44ab86a1df787/main.pdf,Agem Ltd. Senegal Metals Concession ,Agem Ltd. Senegal Metals Concession,Metals,Base Metals,Concession,,,
8707,5/abca3a3d664280b8a6dff11923e31938/main.pdf,Bentley International Trading Corporation Liberia Metals Concession ,Bentley International Trading Corporation Liberia Metals Concession,Metals,Zircon,Mining Concession Agreement,Government Of Sierra Leone,Government,1978-05-22
8930,5/9c0c8aa2219a3c66fc3b0add89e19692/main.pdf,Socit Des Mines Du Sngal Senegal Metals Concession ,Socit Des Mines Du Sngal Senegal Metals Concession,Metals,Manganese,Concession,,,
9175,5/823a0acb557308c09418ec73d0e6d16b/62232.txt,Societe Des Mines De Fer De Guinee and Euronimba Guinea Metals Concession ,Societe Des Mines De Fer De Guinee and Euronimba Guinea Metals Concession,Metals,Alumina,Entire Agreement,,,
9110,5/ca7fbf22ba13549bdd674db75607753b/main.pdf,Konkola Copper Mines Plc Zambia Metals Concession ,"Konkola Deep Mining Project, Nchanga Division, Nampundwe Mine",Metals,Zinc,Development Agreement,,,2000-03-31
6742,5/dba56441b44aa53f2a91a68561ed6fe1/main.pdf,Pacific Station Amendment 1,Pacific Station,Power and Renewables,Coal-Fired Power Plant,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2011-01-21
6714,5/92bc455e3c843902a346919a5be3fdef/main.pdf,Olivenhain Municipal Water District Offtake Agreement,Olivenhain Municipal Water District,Power and Renewables,Generation,Power Purchase and Interconnection Agreement,San Diego Gas and Electric Company,Buyer,1987-09-16
6712,5/df351584b08725977422e35e567704c1/main.pdf,Mustang Hills Offtake Agreement,Mustang Hills,Power and Renewables,Energy Storage,Power Purchase Agreement,Southern California Edison Company,Buyer,2010-02-23
9183,5/6e2754fa0f179516fdf994d26d247e4a/main.pdf,Compagnie Internationale Pour La Production De I'Alumine Guinea Metals Concession ,Compagnie Internationale Pour La Production De I'Alumine Guinea Metals Concession,Metals,Molybdenum,Entire Agreement,,,
7362,5/b08bae5baa4e7507789a696dc321cf4d/53053.pdf,Dolgeville Hydroelectric Power Project Offtake Agreement,Dolgeville Hydroelectric Power Project,Hydropower,Ocean Current,Power Purchase Agreement,"Tesla, Inc.",Seller,2021-05-31
6741,5/92f363d959d4d6568a55907edf8c7347/main.pdf,Pacific Station Offtake Agreement,Pacific Station,Power and Renewables,Diesel-Fired Power Plant,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2012-05-22
7804,5/ac34160e01f144675461e8d763d8dc34/main.pdf,Pataua Florestal Ltda - Spe Brazil Timber Concession ,Pataua Florestal Ltda - Spe Brazil Timber Concession,Timber,Resin,Concession,,,
6726,5/b97463ed3e889b67e7c1b9dae0545999/main.pdf,Sand Drag Amendment 2,Sand Drag,Power and Renewables,Solar,Amendment (Project),Sand Drag LLC,Seller,2010-06-28
7786,5/cea92e23ca0e89e31229d2f96a4862b6/main.pdf,Brasa D'Oc Timber Comercio De Madeiras Ltda. Brazil Timber Concession ,Brasa D'Oc Timber Comercio De Madeiras Ltda. Brazil Timber Concession,Timber,Plantation,Concession,,,2000-01-03
7371,5/fca1dcc27b6e3e05720cb3e146a318f1/46423.pdf,Dixie-Escalante Rural Electric Amendment 3,Dixie-Escalante Rural Electric,Power and Renewables,Solar,Project Agreement,DIVISION OF RESPONSIBILITY,Borrower,2017-12-30
7286,5/1a6f7918a7826b96c8cbb3947c9e900c/28768.pdf,Chena Facilities Offtake Agreement,Chena Facilities,Power and Renewables,Biomass,Amendment (Project),"Golden Valley Electric Association, Inc.",Buyer,2006-02-28
6741,5/92f363d959d4d6568a55907edf8c7347/main.pdf,Pacific Station Offtake Agreement,Pacific Station,Power and Renewables,Hydropower,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2012-05-22
6967,5/df7d633299648dfb62c07278f6412483/main.pdf,Shamrock Utilities Clover Leaf Amendment 3,Shamrock Utilities Clover Leaf,Power and Renewables,Biomass,Power Purchase Agreement,"Shamrock Utilities, LLC",Seller,1985-04-11
6825,5/136469dc0c57517f1f6a2bbc9d9bca0a/main.pdf,Fresh Air Energy Amendment 1,Fresh Air Energy,Power and Renewables,Cogen,Amendment (Project),Pacific Gas and Electric Company,Buyer,2012-03-28
9171,5/1860d3caceb5d2688f36142fccd1eeb2/main.pdf,Golden Shamrock Mines Limited and Chevaning Mining Company Ltd Guinea Metals Concession ,Golden Shamrock Mines Limited and Chevaning Mining Company Ltd Guinea Metals Concession,Metals,Manganese,Entire Agreement,The Republic of Ghana,Minister,1993-11-10
6656,5/2898630cf11613647fe3d124aa25c6c2/main.pdf,PacifiCorp Public PPAs Amendment 2,PacifiCorp Public PPAs,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase and Sale Agreement,,,2009-05-28
8945,5/96ab7ef99e88c9c1f82c1bd4b23230f5/main.pdf,Sl Mining Limited Sierra Leone Metals Concession ,Sl Mining Limited Sierra Leone Metals Concession,Metals,Manganese,Licence Agreement,Government Of Liberia,Licensor,2017-12-06
8925,5/637202c70403ab1befa4d8ab712cfeaf/main.pdf,Rokamco S.A. Senegal Metals Concession ,Rokamco S.A. Senegal Metals Concession,Metals,Zinc,Concession,,,
9182,5/08231cd1d8a344b983966dd3b9b02db4/main.pdf,Compagnie Des Bauxites De Dian Dian and Rusal Guinea Metals Amendment ,Compagnie Des Bauxites De Dian Dian and Rusal Guinea Metals Amendment,Metals,Alumina,Entire Agreement,,,
57851,5/902c5be08df9be419f4a5cddf2046cb8/14483.pdf,902c5be08df9be419f4a5cddf2046cb8,Ruida Investements Limited Zambia Metals Concession,Metals,Nickel,Concession,,,
3841,5/a74d8d30ae74d04820a6b7335282854d/main.pdf,"Design, Engineering, Finance, Construction, Operation and Maintenance of 4 Laning of Pune - Solapur Section of NH-9 Project Agreement",Yolo County Grassland 7 ,Power and Renewables,Petroleum Coke-Fired Power Plant,Concession Agreement,,,
6742,5/dba56441b44aa53f2a91a68561ed6fe1/main.pdf,Pacific Station Amendment 1,Pacific Station,Power and Renewables,Biomass,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2011-01-21
9137,5/e029cedd3447aba17cbef40752ed17d5/main.pdf,Fretin Construct Sarl Democratic Republic Of The Congo Metals Concession ,Fretin Construct Sarl Democratic Republic Of The Congo Metals Concession,Metals,Base Metals,Entire Agreement,,,
6869,5/5ffc55da48e155af9f1ecf33f2d84bb0/main.pdf,Fairfield Grossmont Trolley Offtake Agreement,Fairfield Grossmont Trolley,Power and Renewables,Solar,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2010-04-29
6741,5/92f363d959d4d6568a55907edf8c7347/main.pdf,Pacific Station Offtake Agreement,Pacific Station,Power and Renewables,Power Transmission and Distribution,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2012-05-22
8020,5/46fa315d8b15e4f813eddb09344460d4/main.pdf,Abbotsford Hospital/Hospice Refinancing ,Abbotsford Hospital/Hospice Refinancing,Hospital/Hospice,Hospital,Project Agreement,,,
9115,5/e4ad5c28f2e3c08b16abc511dc7e4caf/main.pdf,Mopani Copper Mines Plc Zambia Metals Concession ,"MUFULIRA MINE, SMELTER AND REFINERY AND NKANA MINES, CONCENTRATOR AND COBALT PLANT",Metals,Uranium,Definitions And Interpretation,The Government Of Afghanistan,Government,2000-03-30
3825,5/8d1a5685ad5a9f9af933869a3f018c54/main.pdf,Project Facilities of Hemodialysis Unit Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Oil-Fired Power Plant,Project Documents,,,
8902,5/6cefcd00389aa930a35b4d64e56f6ba4/main.pdf,3S International Senegal Metals Concession ,3S International Senegal Metals Concession,Metals,Lead,Concession,,,
7957,5/c7f6e46c4ea6286345b3e356a5dd4f54/main.pdf,Macdonald Block Reconstruction Project Project Agreement,Macdonald Block Reconstruction Project,"Social, Health, and Defense",Education,Project Agreement,Federal Reserve BanK,Project Co,2017-08-16
8251,5/6d01199625ac8ee029b9141c17eb4004/main.pdf,Coco Mining Sprl Democratic Republic Of The Congo Metals Concession ,Coco Mining Sprl Democratic Republic Of The Congo Metals Concession,Metals,Platinum,Concession,,,
8830,5/f73297b08267bcbdfbc278c411e8a092/main.pdf,Maevis Lto Nigeria Airport Concession ,Maevis Lto Nigeria Airport Concession,Airport, Concessions,Concession,,,2007-10-31
7307,5/5a0c3262a6d0f60eff7471c67c199657/82084.pdf,Pacicorp Standard PPA Offtake Agreement,Pacicorp Standard PPA,Power and Renewables,Nuclear,Power Purchase Agreement,,,
6654,5/409bb40b33fec4548e2a595603290d47/main.pdf,PacifiCorp Public PPAs Offtake Agreement,PacifiCorp Public PPAs,Power and Renewables,Geothermal,Power Purchase and Sale Agreement,,,
9215,5/6b91c525441c34f3c7ac5e08dbba5c58/main.pdf,Chambishi Metals Zambia Metals Concession ,Chambishi Metals Zambia Metals Concession,Metals,Molybdenum,Licence,The Government Of Afghanistan,Licensor,2010-03-01
9129,5/8bfff34affe2c10dea42154813501ea5/main.pdf,Msac Sarl Democratic Republic Of The Congo Metals Concession ,Msac Sarl Democratic Republic Of The Congo Metals Concession,Metals,Alumina,Entire Agreement,,,2000-11-09
9176,5/8fe5a23da446b3102eff005bde1e8d61/main.pdf,Third Party Logistics Trade Guinea Metals Concession ,Third Party Logistics Trade Guinea Metals Concession,Metals,Gold,Entire Agreement,,,
9182,5/08231cd1d8a344b983966dd3b9b02db4/main.pdf,Compagnie Des Bauxites De Dian Dian and Rusal Guinea Metals Amendment ,Compagnie Des Bauxites De Dian Dian and Rusal Guinea Metals Amendment,Metals,Base Metals,Entire Agreement,,,
6617,5/55703a80064ab59f8f4828422812766c/main.pdf,HFI Biopower Offtake Agreement,HFI Biopower,Biomass,Landfill Gas,Project Agreement,,,
8929,5/92cd885e9b289d7a6f6e84d8c7fcf814/main.pdf,Sn Mineral Mining Ltd. Senegal Metals Concession ,Sn Mineral Mining Ltd. Senegal Metals Concession,Metals,Base Metals,,,,
7957,5/c7f6e46c4ea6286345b3e356a5dd4f54/main.pdf,Macdonald Block Reconstruction Project Project Agreement,Macdonald Block Reconstruction Project,"Social, Health, and Defense",Hospital/Hospice,Project Agreement,PCL CONSTRUCTION GROUP INC.,Construction Contractor,2017-08-16
7758,5/7de202aa080cf00f0df54c17c20af93f/main.pdf,Mount Bruce Mining Pty Ltd Australia Metals Concession ,Mount Bruce Mining Pty Ltd Australia Metals Concession,Metals,Cobalt,Concession Agreement,,,2013-12-06
8275,5/2434cea0382d9005522641c4af42f97d/main.pdf,Placer Dome Dominicana Corporation Dominican Republic Metals Concession ,Placer Dome Dominicana Corporation Dominican Republic Metals Concession,Metals,Copper,Concession,,,
8100,5/5b60d57c509036adefd94b38082d2dcb/main.pdf,"Schedule 6 Changes, Minor Works & Innovation Proposals ... ","Schedule 6 Changes, Minor Works & Innovation Proposals ...",Hospital/Hospice,Nursing Home,Project Agreement,,,
8500,5/47d70fa5c5b4bd76caeeca527cb7fe86/main.pdf,Dhule Palesner Tollway Limited Maharashtra Road Concession Agreement ,Dhule Palesner Tollway Limited Maharashtra Road Concession Agreement,Road,Rest Stops,Concession Agreement,The consortium,Bidding Agent,2009-06-24
3909,5/da300f91cf7558222897d08a4d4ec751/main.pdf,Six-Four-Laning of Bharuch - Surat Section of NH-8 Project Agreement,Six-Four-Laning of Bharuch - Surat Section of NH-8,Road,Rest Stops,Concession Agreement,IDA-WEST ENERGY COMPANY,Concessionaire,2006-07-07
8251,5/6d01199625ac8ee029b9141c17eb4004/main.pdf,Coco Mining Sprl Democratic Republic Of The Congo Metals Concession ,Coco Mining Sprl Democratic Republic Of The Congo Metals Concession,Metals,Molybdenum,Concession,,,
9057,5/8e18ef529f889d18e8b6c780083d196d/main.pdf,Tioga Energy United States Solar Power Purchase Agreement ,Tioga Energy United States Solar Power Purchase Agreement,Solar,Photovoltaic Solar,Power Purchase Agreement,,,
4716,5/6f3a42bcbac1afd4686d765123d22f42/main.pdf,Geovic Cameroon S.A. Cameroon Metals Concession,Geovic Cameroon S.A. Cameroon Metals Concession,Metals,Nickel,Project Agreement,,,
6701,5/b9c6bc1921252371661c369a1377c524/main.pdf,MM Miramar Amendment 1,MM Miramar,Power and Renewables,Hydropower,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2012-11-09
6790,5/1f6a0325208bdadde699e1ff29821a10/main.pdf,Naturener Glacier 2 Offtake Agreement,Naturener Glacier 2,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2008-05-22
6596,5/e7ed98dc59a8a67eb9aaf258335dfd48/main.pdf,Santa Fe Irrigation Offtake Agreement,Santa Fe Irrigation,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,1985-01-27
9122,5/3cf7c23a3843942ec3592bdcf2e313c6/main.pdf,Nantou Mining Burkina Faso Sa and Socit Nantou Mining Burkina Faso Metals Concession ,Nantou Mining Burkina Faso Sa and Socit Nantou Mining Burkina Faso Metals Concession,Metals,Alumina,Entire Agreement,,,
7818,5/2f2b0b048654d84875357160df20542a/main.pdf,C.R.C.K Aphivath Caoutchouc Co. Cambodia Crops Concession ,C.R.C.K Aphivath Caoutchouc Co. Cambodia Crops Concession,Crops,Sugarcane,Concession,,,
7754,5/d0fa9c40692ae0d5baa75934ec1ebc7f/main.pdf,Hamersley Iron Ore Pty Ltd Australia Metals Concession ,Hamersley Iron Ore Pty Ltd Australia Metals Concession,Metals,Zinc,Concession Agreement,,,2017-12-06
7363,5/34163d3cd446553369c7f8b67324099c/44954.pdf,Long Island Generating Facilities Offtake Agreement,Long Island Generating Facilities,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,FEDERAL Bank,Commission,2012-10-09
6742,5/dba56441b44aa53f2a91a68561ed6fe1/main.pdf,Pacific Station Amendment 1,Pacific Station,Power and Renewables,Power Transmission and Distribution,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2011-01-21
7168,5/2a31f776819cb389d709de86e9c4302c/main.pdf,Rock Creek Water District Amendment 1,Rock Creek Water District,Hydropower,Dam,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2010-10-07
8707,5/abca3a3d664280b8a6dff11923e31938/main.pdf,Bentley International Trading Corporation Liberia Metals Concession ,Bentley International Trading Corporation Liberia Metals Concession,Metals,Uranium,Mining Concession Agreement,Government Of Sierra Leone,Government,1978-05-22
7306,5/3bd8a777cc9db262cf0f84eae3aae1eb/61463.pdf,Pacicorp Standard PPA Amendment 2,Pacicorp Standard PPA,Power and Renewables,Solar,Project Agreement,,,2021-03-11
6742,5/dba56441b44aa53f2a91a68561ed6fe1/main.pdf,Pacific Station Amendment 1,Pacific Station,Power and Renewables,Diesel-Fired Power Plant,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2011-01-21
8791,5/e570921ea818e9846230018e6f2727d5/main.pdf,La Socit Des Mines De Gounkoto Sa Mali Metals Concession ,La Socit Des Mines De Gounkoto Sa Mali Metals Concession,Metals,Rutile,Concession,,,
6806,5/a8a33976332c481bc35ed43e30d31815/main.pdf,Towers at Bressi Ranch Offtake Agreement,Towers at Bressi Ranch,Power and Renewables,Thermal,FACILITY LEASE AGREEMENT,"Palomar Airport Road, LLC",Landlord,2008-02-27
7751,5/a2b9cb669d85a220b5a6de5da4b78fa2/main.pdf,Basic Materials Pty Ltd Australia Metals Concession ,Basic Materials Pty Ltd Australia Metals Concession,Metals,Leucoxene,Concession Agreement,State Of Hawaii,State,2014-01-02
9181,5/7958270eae106d020cbe5977d2c69a05/main.pdf,Compagnie Des Bauxites De Dian-Dian Guinea Metals Concession ,Compagnie Des Bauxites De Dian-Dian Guinea Metals Concession,Metals,Titanium,Entire Agreement,,,
7374,5/11e25dd25164cb93f4b5df2d9bf6d77e/00524.pdf,Dixie-Escalante Rural Electric Offtake Agreement,Dixie-Escalante Rural Electric,Power and Renewables,Geothermal,Certificate of Resolutions and Incumbency,DIVISION OF RESPONSIBILITY,Cooperative,2019-01-02
9173,5/887c6da424135fe4580a558e588ee472/main.pdf,Pechiney Guinea Metals Concession ,Pechiney Guinea Metals Concession,Metals,Nickel,Entire Agreement,,,
9180,5/77913572f4a63d2c49f4ba0f7f43c8db/main.pdf,"Compagnie De Dveloppement Des Mines Internationales Henan - Chine / Guine and La Socit De Dveloppement Des Mines Internationales Du Henan, Sa Guinea Metals Concession ","Compagnie De Dveloppement Des Mines Internationales Henan - Chine / Guine and La Socit De Dveloppement Des Mines Internationales Du Henan, Sa Guinea Metals Concession",Metals,Zircon,Entire Agreement,,,
3886,5/66fddfb2f59174c25f8207c5b3d3d066/main.pdf,Six Laning of Vadodara - Bharuch Section of NH-8 Project Agreement,Six Laning of Vadodara - Bharuch Section of NH-8,Road,Rest Stops,Concession Agreement,National Highway Authority Of India,Concessioning Authority,2006-07-12
6849,5/f7ea692cd8fe899d5c806bee571e9692/main.pdf,PacifiCorp Offtake Agreement,PacifiCorp,Power and Renewables,Energy Storage,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2009-09-15
3853,5/e6e756a37585f2435daa719de3eb5b34/main.pdf,Upgradation of Hajipur-Muzaffarpur Section of NH-77 Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Solar,Project Documents,,,
7156,5/39e024f0da4854eba72b55f984fec6c6/14222.pdf,Mega Renewables Silver Springs Amendment 1,Mega Renewables Silver Springs,Power and Renewables,Energy Storage,Amendment (Power Purchase Agreement),MEDIBEV SPA,Seller,2001-07-31
7168,5/2a31f776819cb389d709de86e9c4302c/main.pdf,Rock Creek Water District Amendment 1,Rock Creek Water District,Hydropower,Ocean Current,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2010-10-07
8820,5/d4955aa597e755d82884c0a313d33ded/main.pdf,Twigg Exploration And Mining Mozambique Metals Concession ,Twigg Exploration And Mining Mozambique Metals Concession,Metals,Lead,Concession,,,
8082,5/90ae08c8cde3698245c69bb0f77717fe/main.pdf,Schedule 18 - Completion Documents - Partnerships Bc ,Schedule 18 - Completion Documents - Partnerships Bc,Hospital/Hospice,Nursing Home,Collateral Agreement,,,
8905,5/4294edb4c6760c97cfb44ab86a1df787/main.pdf,Agem Ltd. Senegal Metals Concession ,Agem Ltd. Senegal Metals Concession,Metals,Lead,Concession,,,
7134,5/1372ac7438921288c8773471c257d1d8/56041.pdf,PacifiCorp Power and SeaWest Offtake Agreement,PacifiCorp Power and SeaWest,Power and Renewables,Hydropower,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2002-10-31
6906,5/46d3289fb26f4abb4aa3edad74b515b7/main.pdf,High Plains Ranch III Offtake Agreement,High Plains Ranch III,Power and Renewables,Gas-Fired Power Plant,Amendment (Project),HIDRONOR S.A.,Seller,
9190,5/409fd6a3955208263cef0e78edc366a3/main.pdf,Consolidated Mining Corporation (West Africa) S.A. Mali Metals Concession ,Consolidated Mining Corporation (West Africa) S.A. Mali Metals Concession,Metals,Cobalt,Entire Agreement,,,
6506,5/47cedc382662946b81cb4a6968d609a6/main.pdf,Wheelabrator Lassen Offtake Agreement Signature page,Wheelabrator Lassen,Biomass,Landfill Gas,Power Purchase and Sale Agreement,WHEELABRATOR SHASTA ENERGY CO.,Seller,2002-12-19
9186,5/170b278333c99e991390d352db14bfb2/main.pdf,China Power Investment Corporation Guinea Metals Concession ,China Power Investment Corporation Guinea Metals Concession,Metals,Zircon,Entire Agreement,,,
8806,5/8eefa018f65e80d790ec77171f248c2a/21696.pdf,Liberia Mining Exploration Agreement ,Liberia Mining Exploration Agreement,Mining,Resources,Exploration Agreement,,,
3853,5/e6e756a37585f2435daa719de3eb5b34/main.pdf,Upgradation of Hajipur-Muzaffarpur Section of NH-77 Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Hydropower,Project Documents,,,
3825,5/8d1a5685ad5a9f9af933869a3f018c54/main.pdf,Project Facilities of Hemodialysis Unit Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Solar,Project Documents,,,
6872,5/dee3b579b37a446a28f7af4c5258503c/main.pdf,MM Prima Deshecha Offtake Agreement,MM Prima Deshecha,Power and Renewables,Wind,Power Purchase and Sale Agreement,San Diego Gas and Electric Company,Buyer,2005-09-05
6689,5/acb37a314eec4e6eb2e8a3cb8df7ac7a/main.pdf,DG Fairhaven Amendment 3,DG Fairhaven,Power and Renewables,Power Transmission and Distribution,Amendment (Project),DG Fairhaven LLC,Seller,2011-02-27
8252,5/4e5c7773938480d518598f12411054c8/main.pdf,Banro Corporation Democratic Republic Of The Congo Metals Concession ,Banro Corporation Democratic Republic Of The Congo Metals Concession,Metals,Cobalt,Concession,,,
8798,5/3ab78f3c1a65109ce6df28efccd4788d/main.pdf,Tasiast Mauritanie Limited Mauritania Metals Concession ,Tasiast Mauritanie Limited Mauritania Metals Concession,Metals,Molybdenum,Concession,,,
9133,5/f91d7f2e2b47975d41b47f611f0707e4/main.pdf,Sodimico S.A and Entreprise Gnrale Malta Forrest Democratic Republic Of The Congo Metals Concession ,Sodimico S.A and Entreprise Gnrale Malta Forrest Democratic Republic Of The Congo Metals Concession,Metals,Bertholethia Excellsa,Entire Agreement,,,
8941,5/56e01432a7988b7eca2c84a51d20f538/main.pdf,London Mining Company Limited Sierra Leone Metals Concession ,London Mining Company Limited Sierra Leone Metals Concession,Metals,Titanium,Mining Lease Agreement,Government Of Liberia,Government,2012-02-26
9298,5/92bd9d1f3558fa4838b354fda77518b4/main.pdf,Green Sea Industry Co. Cambodia Crops Concession ,Green Sea Industry Co. Cambodia Crops Concession,Crops,Palm Oil,Entire Agreement,,,2001-10-24
9114,5/595f9d62f1fd6a03174ca82fbe5d27d3/85625.pdf,Mopani Copper Mines Zambia Metals Concession ,Mopani Copper Mines Zambia Metals Concession,Metals,Cobalt,Concession,,,
6807,5/58aea306f1b0d7518c05c50daa6c32da/main.pdf,Towers at Bressi Ranch Amendment 1,Towers at Bressi Ranch,Power and Renewables,Solar,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2007-07-10
8941,5/56e01432a7988b7eca2c84a51d20f538/main.pdf,London Mining Company Limited Sierra Leone Metals Concession ,London Mining Company Limited Sierra Leone Metals Concession,Metals,Base Metals,Mining Lease Agreement,Government Of Liberia,Government,2012-02-26
6806,5/a8a33976332c481bc35ed43e30d31815/main.pdf,Towers at Bressi Ranch Offtake Agreement,Towers at Bressi Ranch,Power and Renewables,Geothermal,FACILITY LEASE AGREEMENT,"Palomar Airport Road, LLC",Landlord,2008-02-27
6740,5/9573020d445f4dc34898e3159e46ee78/main.pdf,MM San Diego North Offtake Agreement,MM San Diego North,Power and Renewables,Solar,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2003-10-30
9265,5/44fb76dfbecbea9a2aed1d628d400b0f/main.pdf,Commonwealth Aluminium Corporation Pty Australia Metals Concession ,Commonwealth Aluminium Corporation Pty Australia Metals Concession,Metals,Bertholethia Excellsa,Entire Agreement,,,2005-06-29
3837,5/cc0e0efd2b395f89994815c47a7f8f45/main.pdf,Two-Lining of Trichy-Karaikudi including Trichy bypass road section of NH-210 Project Agreement,Two-Lining of Trichy-Karaikudi including Trichy bypass road section of NH-210,Road,Rest Stops,Concession Agreement,"NATIONAL GRID USA SERVICE COMPANY, INC.",Concessioning Authority,2010-07-12
3841,5/a74d8d30ae74d04820a6b7335282854d/main.pdf,"Design, Engineering, Finance, Construction, Operation and Maintenance of 4 Laning of Pune - Solapur Section of NH-9 Project Agreement",Yolo County Grassland 7 ,Power and Renewables,Geothermal,Concession Agreement,,,
7137,5/4ccb93d4aae53938d584a4a1254f105d/78076.pdf,Hunter Industries Amendment 1,Hunter Industries,Power and Renewables,Generation,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2007-05-22
3825,5/8d1a5685ad5a9f9af933869a3f018c54/main.pdf,Project Facilities of Hemodialysis Unit Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Wind,Project Documents,,,
7295,5/df205449b4734df9962e0d4113d15700/61698.pdf,Sand Point Amendment 1,Sand Point,Power and Renewables,Geothermal,Amendment (Project),"Sand Point Generating, LLC",Buyer,2011-01-20
7290,5/e74cd7d79ed330f186dc8f506e054ca6/10568.pdf,Chugach Amendment 1,Chugach,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,,,1989-01-29
